Cat. Num.;Universidad;Recolector;No. De Especies;año;Mes;Dia;País;Cód. País;Provincia;Latitud;lon;Ciudad;Localidad;Elavación;Dato Geotécnico;Coordenada;Identificado Por:;Estado;Reino;Filo;Clase;orden;Familia;Género;epíteto específico;Epíteto Intraespecífico;Nombre completo;Rango de Taxón;Paternidad literaria;Otro nombre
UWP:180045;University of Guatemala;Betancur J;1;2003;4;18;Guatemala;GT;Petén;"6° 05' 34"" N";"75° 38' 27.99"" W";Flores;Antena cerca de Santa Cruz;210;WGS84;2290;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Pitcairnia;pungens;;Pitcairnia pungens;Species;Kunth;
UWP:180050;University of Guatemala;Betancur J;1;2003;4;18;Guatemala;GT;Petén;6° 50' N;75° 18' W;Flores;Antena cerro Quinini;210;WGS84;2290;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Vriesea;heterandra;;Vriesea heterandra;Species;(André) L.B. Sm.;
UWP:180051;University of Guatemala;Betancur J;1;2003;4;18;Guatemala;GT;Petén;"5° 42' 44.890"" N";"75° 18' 47.480"" W";Flores;Apulo-Girardot;210;WGS84;2290;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;mitis;;Guzmania mitis;Species;L.B. Sm.;
UWP:180052;University of Guatemala;Betancur J;2;2003;4;18;Guatemala;GT;Petén;1.717.703;0.50947099;Flores;Área urbana;210;WGS84;2290;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;mitis;;Guzmania mitis;Species;L.B. Sm.;
UWP:180069;University of Guatemala;Betancur J;1;2003;4;18;Guatemala;GT;Petén;"6° 37' 1.7"" N";"75° 39' 6.8"" W";Flores;A lo largo del río Orinoco;210;WGS84;2290;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Racinaea;michelii;;Racinaea michelii;Species;(Mez) M.A. Spencer & L.B. Sm.;
UWP:180073;University of Guatemala;Betancur J;1;2003;4;18;Guatemala;GT;Petén;"6° 4' 20.210"" N";"75° 38' 20.440"" W";Flores;Adelante del cementerio;210;WGS84;2290;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Greigia;stenolepis;;Greigia stenolepis;Species;L.B. Sm.;
UWP:180075;University of Guatemala;"Castaño N; Betancur J";5;2002;7;2;Guatemala;GT;Petén;"4° 54' 8.780"" N";"75° 18' 12.490"" W";Flores;Apulo-Girardot;240;WGS84;1912;Castaño L.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Xyridaceae;Xyris;;;Xyris spp.;Genus;;
UWP:180177;University of Guatemala;Idárraga A;1;2011;6;29;Guatemala;GT;Petén;171.963.867;-903.307.486;La Libertad;Ciénaga de Tabacuru;315;WGS84;1201;Díaz O.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Poaceae;Chusquea;tessellata;;Chusquea tessellata;Species;Munro;
UWP:180280;University of Guatemala;Vargas I;1;2011;6;6;Guatemala;GT;Petén;173.909.348;-904.900.819;San Andres;Caño Angoleta;;WGS84;2567;Díaz O.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Poaceae;Holcus;lanatus;;Holcus lanatus;Species;L.;
UWP:180285;University of Guatemala;Tuberquia D;1;2011;6;23;Guatemala;GT;Petén;176.971.609;-906.989.102;San Andres;Río Subia. barrio Santa Mónica;;WGS84;3427;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Vriesea;heliconioides;;Vriesea heliconioides;Species;(Kunth) Hook. ex Walp.;
UWP:180317;University of Guatemala;Morales P;3;2010;9;;Guatemala;GT;Petén;177.172.852;-903.207.015;San Andres;Carretera Leticia - Tarapacá;115;WGS84;2794;Roldán F.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Cyperaceae;Scleria;melaleuca;;Scleria melaleuca;Species;Rchb. ex Schltdl. & Cham.;
UWP:180318;University of Guatemala;Morales P;1;2010;10;;Guatemala;GT;Petén;177.216.042;-90.062.868;San Andres;Carretera Mariquita - Armero;115;WGS84;2794;Roldán F.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Cyperaceae;cyperus;;;Cyperus sp1;Genus;;
UWP:180319;University of Guatemala;Morales P;1;2010;10;;Guatemala;GT;Petén;177.327.602;-900.826.677;San Andres;Carretera Minitas;115;WGS84;2794;Roldán F.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Cyperaceae;Rhynchospora;;;Rhynchospora spp.;Genus;;
UWP:180320;University of Guatemala;Morales P;1;2010;9;;Guatemala;GT;Petén;177.377.316;-90.875.719;San Andres;Carretera Mutatá - Chigorodó;115;WGS84;2794;Morales J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Cyperaceae;Rhynchospora;nervosa;;Rhynchospora nervosa;Species;(Vahl) Boeckeler;
UWP:180321;University of Guatemala;Morales P;4;2010;10;;Guatemala;GT;Petén;177.468.511;-899.212.555;San Andres;Carretera Olaya - Liborina;115;WGS84;2794;Roldán F.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Cyperaceae;cyperus;;;Cyperus SP2;Genus;;
UWP:180658;University of Guatemala;Suescún D;1;2011;12;6;Guatemala;GT;Petén;175.260.944;-908.413.581;San Andres;Río Claro. lado del camino hacia El Refugio;30;WGS84;1513;Roldán F.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Poaceae;Panicum;maximum;;Panicum maximum;Species;Jacq.;Lengua de vaca. cortadera
UWP:180701;University of Guatemala;Morales P;1;2010;7;9;Guatemala;GT;Petén;177.717.835;-90.453.778;San Andres;Carretera Remedios - Zaragoza;115;WGS84;2794;Roldán F.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Poaceae;Panicum;pilosum;;Panicum pilosum;Species;Sw.;
UWP:180702;University of Guatemala;Elsa P;1;2010;9;;Guatemala;GT;Petén;177.783.778;9.084.424.953;San Andres;Carretera San Luis - San Carlos;115;WGS84;2794;Roldán F.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Poaceae;Paspalum;decumbens;;Paspalum decumbens;Species;Sw.;
UWP:180703;University of Guatemala;Morales P;2;2011;9;;Guatemala;GT;Petén;177.795.212;-901.066.629;San Andres;Carretera Santa Ana - Briceño;115;WGS84;2794;Roldán F.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Poaceae;Axonopus;compressus;;Axonopus compressus;Species;(Sw.) P. Beauv.;
UWP:180704;University of Guatemala;Morales P;1;2010;9;;Guatemala;GT;Petén;17.788.847;-900.136.721;San Andres;Carretera Santafé de Antioquia - Manglar;115;WGS84;2794;Roldán F.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Poaceae;Panicum;polygonatum;;Panicum polygonatum;Species;Schrad.;
UWP:180705;University of Guatemala;Morales P;1;2010;10;;Guatemala;GT;Petén;17.797.814;-900.161.016;San Andres;Carretera Sibundoy - Mocoa. cordillera de Portachuelo;115;WGS84;2794;Roldán F.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Poaceae;Panicum;boliviense;;Panicum boliviense;Species;Hack.;
UWP:180706;University of Guatemala;Morales P;1;2010;10;;Guatemala;GT;Petén;172.462.996;-899.118.402;San Jose;Carretera Sonsón - Los Medios;115;WGS84;2794;Roldán F.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Poaceae;Paspalum;conjugatum;;Paspalum conjugatum;Species;P.J. Bergius;
UWP:180707;University of Guatemala;Morales P;1;2010;8;;Guatemala;GT;Petén;172.980.277;-898.134.792;San Jose;Carretera Turbo - Necoclí;115;WGS84;2794;Roldán F.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Poaceae;Ichnanthus;tenuis;;Ichnanthus tenuis;Species;(J. Presl & C. Presl) Hitchc. & Chase;
UWP:180708;University of Guatemala;Morales P;1;2010;10;;Guatemala;GT;Petén;172.995.732;-898.911.501;San Jose;Carretera Uramita - Juntas;115;WGS84;2794;Roldán F.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Poaceae;Lasiacis;procerrima;;Lasiacis procerrima;Species;(Hack.) Hitchc.;
UWP:180709;University of Guatemala;Morales P;3;2010;10;;Guatemala;GT;Petén;173.098.632;-897.846.692;San Jose;Carretera Usme-Páramo de Sumapaz;115;WGS84;2794;Roldán F.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Poaceae;Urochloa;brizantha;;Urochloa brizantha;Species;(Hochst. ex A. Rich.) R.D. Webster;
UWP:180910;University of Guatemala;Morales P;1;2010;7;;Guatemala;GT;Petén;174.306.479;-901.144.083;San Andres;Carare Opón. Las Colonias;12;WGS84;1144;Roldán F.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Poaceae;Oplismenus;burmannii;;Oplismenus burmannii;Species;(Retz.) P. Beauv.;
UWP:181110;University of Guatemala;Morales P;1;2011;8;;Guatemala;GT;Petén;177.946.672;-898.800.209;San Jose;Loma As de Copas;;WGS84;5637;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Racinaea;adpressa;;Racinaea adpressa;Species;(André) J.R. Grant;
UWP:181917;University of Guatemala;Idárraga A;2;2011;8;31;Guatemala;GT;Petén;172.163.016;-895.768.524;Flores;Arroyo Bruno;196;WGS84;2847;Díaz O.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Poaceae;Panicum;viscidellum;;Panicum viscidellum;Species;Scribn.;
UWP:181979;University of Guatemala;Idárraga A;3;2011;4;14;Guatemala;GT;Petén;17.288.954;-906.705.137;La Libertad;Parque del Paredón;254;WGS84;1196;Díaz O.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Poaceae;Holcus;lanatus;;Holcus lanatus;Species;L.;
UWP:181982;University of Guatemala;Idárraga A;1;2011;5;19;Guatemala;GT;Petén;173.187.987;-899.058.103;San Jose;Carretera Yuto - Itsmina;233;WGS84;1452;Díaz O.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Poaceae;Pennisetum;purpureum;;Pennisetum purpureum;Species;Schumach.;
UWP:181983;University of Guatemala;Idárraga A;4;2011;6;29;Guatemala;GT;Petén;176.714.453;-903.115.491;San Andres;Granja Don Benito;314;WGS84;2131;Díaz O.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Poaceae;Cortaderia;nitida;;Cortaderia nitida;Species;(Kunth) Pilg.;
UWP:182079;University of Guatemala;Sánchez J;2;2011;12;1;Guatemala;GT;Petén;177.125.443;-903.605.317;San Andres;Carretera Jericó - Pueblo Rico;500;WGS84;36293;Sánchez C.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Cyperaceae;Scleria;stipularis;;Scleria stipularis;Species;Nees;
UWP:182090;University of Guatemala;Sánchez J;1;2011;12;1;Guatemala;GT;Petén;177.468.511;-899.212.555;San Andres;Carretera Olaya - Liborina;500;WGS84;36293;Sánchez C.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Cyperaceae;Calyptrocarya;glomerulata;;Calyptrocarya glomerulata;Species;(Brongn.) Urb.;
UWP:182094;University of Guatemala;Sánchez J;1;2011;12;1;Guatemala;GT;Petén;177.553.664;-90.225.374;San Andres;Carretera Quibdó - Lloró;500;WGS84;36293;Sánchez C.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Poaceae;Panicum;pilosum;;Panicum pilosum;Species;Sw.;
UWP:182152;University of Guatemala;Sánchez J;1;2011;12;1;Guatemala;GT;Petén;176.971.609;-906.989.102;San Andres;Carretera Ibagué - Cajamarca;500;WGS84;36293;Sánchez C.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;angustifolia;;Aechmea Angustifolia;Species;Poepp. & Endl.;
UWP:182153;University of Guatemala;Sánchez J;1;2011;12;1;Guatemala;GT;Petén;177.071.268;-906.904.464;San Andres;Carretera Ibagué - Mariquita;500;WGS84;36293;Sánchez C.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;angustifolia;;Aechmea Angustifolia;Species;Poepp. & Endl.;
UWP:182210;University of Guatemala;Tuberquia D;1;2010;10;31;Guatemala;GT;Petén;1.730.888;-904.149.068;San Andres;Camino de Wacurabá a Kerarí. cerca de Wacurabá;400;WGS84;811;Tuberquia D.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Poaceae;;;;Poaceae;Family;;
UWP:182379;University of Guatemala;Trujillo P;1;2011;4;4;Guatemala;GT;Petén;175.678.971;-898.469.622;San Jose;Soacha - Santandercito. Parque de Chicaque;365;WGS84;3792;Robles C.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;lingulata;;Guzmania lingulata;Species;(L.) Mez;
UWP:182380;University of Guatemala;Trujillo P;1;2011;4;4;Guatemala;GT;Petén;175.420.846;-900.802.581;San Andres;Río Cuduyarí. sabana con arenisca de Yapobodá;417;WGS84;573;Robles C.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Tillandsia;clavigera;;Tillandsia clavigera;Species;Mez;
UWP:182381;University of Guatemala;Trujillo P;1;2011;4;4;Guatemala;GT;Petén;175.483.523;-902.859.345;San Andres;Río Dormilón;417;WGS84;573;Robles C.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Tillandsia;bulbosa;;Tillandsia bulbosa;Species;Hook.;
UWP:182558;University of Guatemala;Idárraga A;1;2011;5;14;Guatemala;GT;Petén;"6° 37' 1.7"" N";"75° 39' 6.8"" W";La Libertad;Páramo de Zipaquirá;255;WGS84;2536;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Tillandsia;archeri;;Tillandsia archeri;Species;L.B. Sm.;
UWP:182560;University of Guatemala;Idárraga A;1;2011;6;18;Guatemala;GT;Petén;174.164.849;-895.979.938;Flores;Cerro El Bita. Jardín Botánico;257;WGS84;3124;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Tillandsia;archeri;;Tillandsia archeri;Species;L.B. Sm.;
UWP:182564;University of Guatemala;Idárraga A;1;2011;8;4;Guatemala;GT;Petén;175.207.193;-904.596.227;San Andres;Carretera a Riosucio;291;WGS84;1114;Idárraga A.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Tillandsia;confinis;;Tillandsia confinis;Species;L.B. Sm.;
UWP:182602;University of Guatemala;Idárraga A;1;2011;4;2;Guatemala;GT;Petén;175.834.395;-907.827.002;San Andres;Río Kubiyú. parte baja;250;WGS84;1232;Díaz O.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Juncaceae;Juncus;bufonius;;Juncus bufonius;Species;L.;
UWP:182606;University of Guatemala;Idárraga A;3;2011;5;14;Guatemala;GT;Petén;172.255.308;-909.144.835;La Libertad;Barrio San Judas;256;WGS84;1982;Díaz O.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Juncaceae;Juncus;bufonius;;Juncus bufonius;Species;L.;
UWP:182620;University of Guatemala;Idárraga A;1;2011;8;4;Guatemala;GT;Petén;174.863.769;-905.676.366;San Andres;Carretera a Fusagasugá;291;WGS84;1114;Idárraga A.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Juncaceae;Juncus;effusus;;Juncus effusus;Species;L.;
UWP:182677;University of Guatemala;Idárraga A;1;2011;8;4;Guatemala;GT;Petén;174.639.024;-902.841.853;San Andres;Carretera a Barrancabermeja;291;WGS84;1114;Díaz O.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Cyperaceae;Rhynchospora;;;Rhynchospora spp.;Genus;;
UWP:182678;University of Guatemala;Idárraga A;1;2011;8;4;Guatemala;GT;Petén;174.666.948;-899.835.948;San Andres;Carretera a Choachi;291;WGS84;1114;Díaz O.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Cyperaceae;Rhynchospora;;;Rhynchospora spp.;Genus;;
UWP:183100;University of Guatemala;Idárraga A;1;2011;5;29;Guatemala;GT;Petén;172.144.686;-892.224.344;Melchor de Mencos;Comunidad Bridykaira;253;WGS84;1452;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Racinaea;subalata;;Racinaea subalata;Species;(André) M.A. Spencer & L.B. Sm.;
UWP:183101;University of Guatemala;Idárraga A;1;2011;6;29;Guatemala;GT;Petén;172.026.134;9.046.802.374;La Libertad;Ciénaga de Tumaradó;315;WGS84;1201;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;multiflora;;Guzmania multiflora;Species;(André) André ex Mez;
UWP:183102;University of Guatemala;Idárraga A;1;2011;6;29;Guatemala;GT;Petén;172.255.308;-909.144.835;La Libertad;Ciénaga El Llanito;315;WGS84;1201;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;multiflora;;Guzmania multiflora;Species;(André) André ex Mez;
UWP:183103;University of Guatemala;Idárraga A;1;2011;6;29;Guatemala;GT;Petén;175.897.122;-905.089.283;San Andres;Finca Santa Elena;314;WGS84;2131;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;squarrosa;;Guzmania squarrosa;Species;(Mez & Sodiro) L.B. Sm. & Pittendr.;
UWP:183105;University of Guatemala;Idárraga A;1;2011;8;4;Guatemala;GT;Petén;177.071.268;-906.904.464;San Andres;Carretera Ibagué - Mariquita;305;WGS84;1015;Idárraga A.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Pitcairnia;trianae;;Pitcairnia trianae;Species;André;
UWP:183106;University of Guatemala;Idárraga A;1;2011;8;4;Guatemala;GT;Petén;177.125.443;-903.605.317;San Andres;Carretera Jericó - Pueblo Rico;305;WGS84;1015;Idárraga A.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Pitcairnia;trianae;;Pitcairnia trianae;Species;André;
UWP:183130;University of Guatemala;Idárraga A;1;2011;5;14;Guatemala;GT;Petén;171.821.024;-907.431.008;La Libertad;Barrio Policarpa;256;WGS84;1982;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Pitcairnia;trianae;;Pitcairnia trianae;Species;André;
UWP:183131;University of Guatemala;Idárraga A;1;2011;5;14;Guatemala;GT;Petén;171.963.867;-903.307.486;La Libertad;Barrio San Antonio;256;WGS84;1982;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Pitcairnia;trianae;;Pitcairnia trianae;Species;André;
UWP:183132;University of Guatemala;Idárraga A;1;2011;5;14;Guatemala;GT;Petén;172.026.134;9.046.802.374;La Libertad;Barrio San José Obrero;256;WGS84;1982;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Pitcairnia;trianae;;Pitcairnia trianae;Species;André;
UWP:183140;University of Guatemala;Idárraga A;1;2011;6;29;Guatemala;GT;Petén;176.908.309;-906.137.227;San Andres;Gutiérrez a Fosca. río Sáname;314;WGS84;2131;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Racinaea;riocreuxii;;Racinaea riocreuxii;Species;(André) M.A. Spencer & L.B. Sm.;
UWP:183141;University of Guatemala;Rodríguez W;1;2011;6;12;Guatemala;GT;Petén;174.666.948;-899.835.948;San Andres;Carretera a Choachi;239;WGS84;3102;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Tillandsia;compacta;;Tillandsia compacta;Species;Griseb.;
UWP:183232;University of Guatemala;Idárraga A;2;2011;6;29;Guatemala;GT;Petén;176.950.499;-908.449.439;San Andres;Hacia finca Playa Linda;314;WGS84;2131;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Racinaea;riocreuxii;;Racinaea riocreuxii;Species;(André) M.A. Spencer & L.B. Sm.;
UWP:183583;University of Guatemala;Vásquez J;2;2012;10;2;Guatemala;GT;Petén;172.995.732;-898.911.501;San Jose;Santa Clara;;WGS84;13335;Roldán F.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Poaceae;Cymbopogon;citratus;;Cymbopogon citratus;Species;(DC.) Stapf;Limoncillo
UWP:183948;University of Guatemala;Betancur J;2;2002;1;27;Guatemala;GT;Petén;174.623.564;-902.182.218;San Andres;Carretera a Bahía Concha;328;WGS84;573;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Puya;santosii;;Puya santosii;Species;Cuatrec.;Cardón
UWP:184307;University of Guatemala;Tuberquia D;1;2012;7;21;Guatemala;GT;Petén;176.636.186;-909.257.567;San Andres;Río Quindio;180;WGS84;999;Tuberquia D.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Poaceae;;;;Poaceae;Family;;
UWP:18443;University of Guatemala;Vargas I;1;1983;3;19;Guatemala;GT;Petén;17.185.997;931.594.233;Melchor de Mencos;Colinas de Punta Huina;25;WGS84;20030;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;pubescens;;Aechmea pubescens;Species;Baker;
UWP:184661;University of Guatemala;Vargas I;1;2012;9;1;Guatemala;GT;Petén;174.639.024;-902.841.853;San Andres;Finca El Mogote;130;WGS84;923;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Tillandsia;fasciculata;;Tillandsia fasciculata;Species;Sw.;
UWP:184664;University of Guatemala;Idárraga A;1;2012;8;30;Guatemala   ;GT;Petén;175.343.787;-905.469.105;San Andres;Finca Quijano;130;WGS84;923;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;penduliflora;;Aechmea penduliflora;Species;André;
UWP:185191;University of Guatemala;Vargas I;1;2013;3;15;Guatemala;GT;Petén;174.623.564;-902.182.218;San Andres;Región Carare - Opón;195;WGS84;2205;Callejas R.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Cyperaceae;;;;Cyperaceae;Family;;
UWP:185381;University of Guatemala;Cardona F;1;2011;9;24;Guatemala;GT;Petén;171.963.867;-903.307.486;La Libertad;Parcelación El Yarumo;190;WGS84;176048;Cardona F.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;;;;Bromeliaceae;Family;;
UWP:185686;University of Guatemala;Vargas I;1;2013;3;15;Guatemala;GT;Petén;174.434.462;-909.344.213;San Andres;Recorrido del puente hasta el pueblo;200;WGS84;2205;Callejas R.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Juncaceae;;;;Juncaceae;Family;;
UWP:185690;University of Guatemala;Vargas I;1;2013;3;15;Guatemala;GT;Petén;174.623.564;-902.182.218;San Andres;Carretera a Bahía Concha;189;WGS84;1344;Callejas R.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Cyperaceae;;;;Cyperaceae;Family;;
UWP:185691;University of Guatemala;Vargas I;1;2013;3;15;Guatemala;GT;Petén;174.639.024;-902.841.853;San Andres;Carretera a Barrancabermeja;189;WGS84;1344;Silva D.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;;;;Bromeliaceae;Family;;
UWP:185692;University of Guatemala;Vargas I;1;2013;3;15;Guatemala;GT;Petén;174.666.948;-899.835.948;San Andres;Carretera a Choachi;9000;WGS84;1344;Silva D.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;;;;Bromeliaceae;Family;;
UWP:185744;University of Guatemala;Vargas I;1;2009;11;2;Guatemala;GT;Petén;173.603.253;-904.096.376;San Andres;En área urbana del pueblo;514;WGS84;835;Silva D.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Poaceae;;;;Poaceae;Family;;
UWP:185936;University of Guatemala;Sánchez J;1;2011;3;;Guatemala;GT;Petén;17.208.082;-894.269.513;Flores;Margen afluente del Higuerón;120;WGS84;250;Sánchez C.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Tillandsia;;;Tillandsia spp.;Genus;;
UWP:185937;University of Guatemala;Sánchez J;1;2011;3;;Guatemala;GT;Petén;172.160.555;8.950.767.314;Flores;Margen del río Negro;120;WGS84;250;Sánchez C.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;;;Aechmea spp.;Genus;;
UWP:185938;University of Guatemala;Sánchez J;4;2011;3;;Guatemala;GT;Petén;172.163.016;-895.768.524;Flores;Margen derecha Samaná;120;WGS84;250;Sánchez C.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;;;Aechmea spp.;Genus;;
UWP:186029;University of Guatemala;Sánchez J;2;2011;3;;Guatemala;GT;Petén;"5° 4' 14.2"" N";"75° 23' 19.3"" W";Flores;Macizo Renjifo;120;WGS84;250;Sánchez C.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;;;;Bromeliaceae;Family;;
UWP:186090;University of Guatemala;Sánchez J;1;2011;3;;Guatemala;GT;Petén;1.717.703;0.50947099;Flores;Maicao - Riohacha;120;WGS84;250;Sánchez C.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;;;;Bromeliaceae;Family;;
UWP:186091;University of Guatemala;Sánchez J;1;2011;3;;Guatemala;GT;Petén;172.498.352;-893.719.011;Flores;Margen izquierda del río Mutatá;120;WGS84;250;Sánchez C.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;;;Aechmea spp.;Genus;;
UWP:186889;University of Guatemala;Trujillo P;1;2010;2;10;Guatemala;GT;Petén;"4° 54' 8.780"" N";"75° 18' 12.490"" W";San Andres;Cabeceras río Tuadó;350;WGS84;2820;Molina D.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Poaceae;;;;Poaceae;Family;;
UWP:186987;University of Guatemala;Trujillo P;1;2010;2;11;Guatemala;GT;Petén;172.065.912;-900.783.725;San Andres;Cabrera. quebrada Duarte;350;WGS84;2820;Molina D.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Poaceae;;;;Poaceae;Family;;
UWP:186992;University of Guatemala;Vásquez J;1;2012;11;4;Guatemala;GT;Petén;174.459.086;-896.071.467;Flores;Near Fusagasugá;;WGS84;32035;Roldán F.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Poaceae;Saccharum;officinarum;;Saccharum officinarum;Species;L.;Caña de azúcar
UWP:187036;University of Guatemala;Trujillo P;1;2010;2;12;Guatemala;GT;Petén;172.134.259;-902.306.487;San Andres;Cachicamos;350;WGS84;2820;Molina D.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Tillandsia;juncea;;Tillandsia juncea;Species;(Ruiz & Pav.) Poir.;
UWP:187038;University of Guatemala;Trujillo P;1;2010;6;10;Guatemala;GT;Petén;173.786.408;-907.856.679;San Andres;Cañasgordas - Santafé de Antioquia;350;WGS84;600;Molina D.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Poaceae;Ichnanthus;pallens;;Ichnanthus pallens;Species;(Sw.) Munro ex Benth.;
UWP:187048;University of Guatemala;Vargas I;1;2012;2;14;Guatemala;GT;Petén;175.210.947;-896.328.679;Flores;Cerro Juaica;300;WGS84;36716;Díaz O.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Poaceae;Olyra;latifolia;;Olyra latifolia;Species;L.;
UWP:187050;University of Guatemala;Vargas I;1;2012;2;22;Guatemala;GT;Petén;172.856.788;-894.331.085;Flores;Cerro de Monserrate;400;WGS84;604;Díaz O.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Tillandsia;bulbosa;;Tillandsia bulbosa;Species;Hook.;
